A-2,A-3,E-13,F-1,G-1,G-4,P-2,T-1,T-2,T-3
-0.127162092,-0.578910523,-0.708386474,0.229219071,0.84046784,1,-0.925134192,0.814186668,0.83635003,0.983370006
0.161056857,-0.578910523,-0.736346162,-0.335274546,0.827110271,1,-0.930481526,0.797025711,0.857204948,0.980304514
-0.127162092,-0.578910523,-0.764924015,-0.333804185,0.815571697,1,-0.919786858,0.800457184,0.83635003,0.977240043
0.161056857,-0.578910523,-0.794130154,-0.338723663,0.806395316,1,-0.930481526,0.821053656,0.857204948,0.977240043
0.161056857,-0.578910523,-0.839139787,-0.328397185,0.69869189,1,-0.925134192,0.827921742,0.832874631,0.974176524
0.161056857,-0.578910523,-0.854468279,-0.334044246,0.801739076,1,-0.930481526,0.834790177,0.839824824,0.971113278
-0.127162092,-0.578910523,-0.869961581,-0.332162695,0.797066379,1,-0.930481526,0.821053656,0.843299869,0.971113278
-0.127162092,-0.578910523,-0.885621007,-0.329028536,0.796873897,1,-0.946524572,0.83135586,0.825926559,0.968051053
-0.127162092,-0.578910523,-0.901447875,-0.333393626,0.789590803,1,-0.925134192,0.848532337,0.839824824,0.968051053
-0.127162092,-0.578910523,-0.901447875,-0.332030621,0.780345863,1,-0.930481526,0.845095924,0.829400494,0.968051053
-0.127162092,-0.578910523,-0.917443509,-0.335762582,0.773649809,1,-0.930481526,0.838225742,0.843299869,0.964989441
-0.127162092,-0.380591447,-0.917443509,0.211310935,0.575448582,1,-0.93582886,0.838225742,0.815505814,0.964989441
-0.127162092,-0.380591447,-0.917443509,-0.332311228,0.760110848,1,-0.93582886,0.838225742,0.815505814,0.964989441
-0.127162092,-0.380591447,-0.933609242,-0.32418665,0.742366058,1,-0.930481526,0.834790177,0.832874631,0.961928373
-0.406852055,-0.380591447,-0.933609242,-0.319882006,0.727099633,1,-0.930481526,0.838225742,0.815505814,0.961928373
-0.415345706,-0.583071499,-0.933609242,-0.314208336,0.698256429,1,-0.93582886,0.845095924,0.812032233,0.961928373
-0.695035668,-0.380591447,-0.933609242,-0.313840904,0.662204516,1,-0.93582886,0.827921742,0.812032233,0.958868326
-0.415345706,-0.380591447,-0.933609242,-0.320880274,0.642165398,1,-0.941177238,0.841660708,0.805087694,0.958868326
-0.415345706,-0.380591447,-0.933609242,-0.315315967,0.636682756,1,-0.941177238,0.827921742,0.79814356,0.958868326
-0.415345706,-0.380591447,-0.94994641,-0.319385482,0.636624559,1,-0.97860962,0.824487125,0.801615021,0.958868326
-0.415345706,-0.380591447,-0.933609242,-0.317813958,0.440642249,1,-0.93582886,0.834790177,0.801615021,0.958868326
-0.415345706,-0.182402384,-0.933609242,0.003920007,0.631443178,1,-0.941177238,0.821053656,0.805087694,0.958868326
-0.703493984,-0.182402384,-0.933609242,0.135134202,0.617253496,1,-0.941177238,0.817620437,0.808559862,0.958868326
-0.703493984,-0.182402384,-0.933609242,-0.309161945,0.607879953,1,-0.973262286,0.821053656,0.791200536,0.958868326
-0.703493984,-0.182402384,-0.94994641,0.464105332,0.592209665,1,-0.930481526,0.817620437,0.79814356,0.958868326
-0.703493984,-0.182402384,-0.94994641,0.17808143,0.574075822,1,-0.962567618,0.821053656,0.787729932,0.958868326
-0.703493984,0.015729725,0.756983986,-0.228595405,0.535912914,1,-0.925134192,0.824487125,0.780788675,0.961928373
-0.42380945,0.015729725,0.770096704,0.1636391,0.557449663,1,-0.930481526,0.814186668,0.773849538,0.961928373
-0.42380945,0.015729725,0.770096704,-0.229224634,0.54151009,1,-0.93582886,0.810754098,0.770379541,0.961928373
-0.711922393,0.015729725,0.81090434,-0.256565126,0.528739461,1,-0.93582886,0.803888856,0.766910755,0.964989441
-0.711922393,0.015729725,0.864327081,-0.251275691,0.518883471,1,-0.941177238,0.807321726,0.763442171,0.964989441
-0.711922393,0.213764755,0.932393202,-0.309169229,0.516571675,1,-0.93582886,0.821053656,0.742635512,0.964989441
-0.720361195,0.213764755,0.963738316,0.257479664,0.514605147,1,-0.930481526,0.814186668,0.746102279,0.964989441
-0.720361195,0.213764755,0.92699977,-0.298613242,0.513531787,1,-0.93582886,0.810754098,0.742635512,0.968051053
-0.720361195,0.416317201,0.868297435,-0.310903623,0.518808909,1,-0.930481526,0.797025711,0.735702079,0.968051053
-0.720361195,0.213764755,0.800287968,-0.317305276,0.523933808,1,-0.93582886,0.78673234,0.728770212,0.968051053
-0.720361195,0.411706602,0.774446892,-0.317421235,0.527826059,1,-0.93582886,0.78673234,0.490346209,0.968051053
-0.720361195,0.20922655,0.741586274,-0.318738475,0.397816316,1,-0.93582886,0.783301216,0.246492167,0.971113278
-0.440741391,0.20922655,-0.681034928,-0.322298275,0.536051133,1,-0.983957998,0.773011388,0.079073461,0.971113278
-0.440741391,0.20922655,-0.823974802,-0.318187871,0.54171959,1,-0.946524572,0.797025711,-0.067255516,0.971113278
-0.728783662,0.20922655,-0.869961581,-0.311035123,0.544446013,1,-0.946524572,0.77987129,-0.202881049,0.974176524
-0.728783662,0.20922655,-0.885621007,-0.310918763,0.545368089,1,-0.930481526,0.759296026,-0.311038519,0.974176524
-0.728783662,0.407072835,-0.869961581,-0.03201165,0.545166835,1,-0.925134192,0.769582361,-0.412159071,0.974176524
-0.728783662,0.407072835,-0.885621007,-0.325176487,0.563864578,1,-0.97860962,0.773011388,-0.499579748,0.977240043
-0.728783662,0.407072835,-0.869961581,-0.316387813,0.592164078,1,-0.919786858,0.749012386,-0.573394242,0.977240043
-0.728783662,0.407072835,-0.869961581,-0.316868452,0.45675857,1,-0.925134192,0.752440116,-0.64706421,0.977240043
-0.728783662,0.407072835,-0.869961581,-0.317201991,0.614349971,1,-0.919786858,0.738731391,-0.713912258,0.980304514
-0.16118047,0.407072835,-0.869961581,-0.309924969,0.639447192,1,-0.919786858,0.516626955,-0.770638961,0.980304514
-0.440741391,0.407072835,-0.869961581,-0.311969791,0.667315627,1,-0.91443848,0.302543544,-0.820620728,0.980304514
-0.16118047,0.604823276,-0.869961581,-0.330126705,0.680831018,1,-0.909091146,0.119973735,-0.86055778,0.983370006
-0.16118047,0.604823276,-0.869961581,-0.325449352,0.692016045,1,-0.95721924,-0.038230834,-0.903774568,0.983370006
0.126897138,0.604823276,-0.869961581,-0.336886615,0.701777815,1,-0.8930481,-0.158969032,-0.913740583,0.986435839
0.126897138,0.604823276,-0.869961581,-0.011152126,0.715242931,1,-0.946524572,-0.289337807,-0.960212976,0.986435839
0.126897138,0.407072835,-0.869961581,-0.333689889,0.592217133,1,-0.887700766,-0.385989057,-0.983427265,0.986435839
0.126897138,0.604823276,-0.885621007,-0.32957438,0.737336788,1,-0.903743812,-0.479071728,-0.893805929,0.986435839
0.126897138,0.604823276,-0.885621007,-0.337323726,0.757359942,1,-0.909091146,-0.552046668,-0.637026766,0.986435839
0.126897138,0.604823276,-0.885621007,-0.334098268,0.776600446,1,-0.909091146,-0.621571322,-0.36500241,0.986435839
0.126897138,0.204666032,-0.885621007,-0.332533511,0.795278131,0.98,-0.909091146,-0.687664752,-0.128346017,0.986435839
0.126897138,0.407072835,-0.869961581,-0.33560992,0.81343611,0.98,-0.962567618,-0.743751799,0.082483147,0.986435839
0.41501008,0.407072835,-0.869961581,-0.328558392,0.828540022,0.98,-0.91443848,-0.786584081,0.157568602,0.986435839
0.41501008,0.407072835,-0.869961581,-0.330953959,0.843405165,1,-0.91443848,-0.819498256,0.297885653,0.989502489
0.41501008,0.407072835,-0.764924015,-0.334872188,0.65877846,0.98,-0.909091146,-0.875384696,0.383689684,0.989502489
0.41501008,0.407072835,0.29410563,-0.328452928,0.851045914,0.98,-0.967914952,-0.91478286,0.469680695,0.989502489
0.41501008,0.20922655,-0.471723998,0.22657358,0.856214563,0.98,-0.91443848,-0.944303587,0.545506747,0.989502489
0.41501008,0.407072835,-0.641126193,-0.333458086,0.861661889,0.98,-0.919786858,-0.944303587,0.593834612,0.992570091
0.703158358,0.20922655,-0.641126193,-0.335033108,0.858300385,0.98,-0.919786858,-0.957416381,0.624933391,0.992570091
0.703158358,0.20922655,-0.6152518,-0.049529816,0.852649254,0.98,-0.925134192,-0.723966187,0.669896561,0.992570091
0.703158358,0.20922655,-0.6542816,-0.34397605,0.700592434,0.98,-0.925134192,-0.432559161,0.666435953,0.992570091
0.703158358,0.011284702,-0.694635306,-0.335607741,0.850443715,0.98,-0.919786858,-0.182401345,0.680279799,0.992570091
0.703158358,0.011284702,-0.708386474,-0.3301571,0.845122526,0.98,-0.919786858,0.035741392,0.714909657,0.992570091
0.703158358,0.011284702,-0.6542816,-0.324766961,0.665652341,0.98,-0.919786858,0.180734812,0.697591017,0.992570091
0.703158358,0.011284702,-0.694635306,-0.337253302,0.843225427,0.98,-0.973262286,0.251743532,0.714909657,0.992570091
0.423597437,0.011284702,-0.505780782,-0.334631782,0.849710128,0.98,-0.930481526,0.373774852,0.739168644,0.992570091
0.423597437,-0.186750327,-0.417536659,0.225447139,0.854580275,0.98,-0.919786858,0.448537911,0.725304505,0.992570091
0.711781051,-0.186750327,0.710580854,-0.343409274,0.859772898,0.98,-0.925134192,0.543895647,0.735702079,0.993867518
0.711781051,-0.186750327,0.743791521,-0.337529665,0.862054577,0.98,-0.91443848,0.574595563,0.739168644,0.992570091
0.711781051,-0.186750327,0.791727703,-0.340448996,0.693153709,0.98,-0.925134192,0.61215039,0.749569752,0.995638103
0.711781051,-0.384882437,0.827677715,-0.324729111,0.865935031,1,-0.930481526,0.642903302,0.763442171,0.995638103
0.432161247,-0.384882437,0.88589551,-0.341254687,0.865281871,0.98,-0.93582886,0.663418534,0.763442171,0.995638103
0.432161247,-0.384882437,0.937736856,-0.336328212,0.864608044,0.98,-0.919786858,0.683944346,0.770379541,0.995638103
0.432161247,-0.384882437,0.925190798,-0.338213146,0.861367413,1,-0.91443848,0.690788528,0.7946723,0.995638103
0.432161247,-0.583071499,0.84007037,-0.328326188,0.855430535,1,-0.919786858,0.704480736,0.773849538,0.995638103
0.152522441,-0.583071499,0.780950619,-0.343481419,0.702526117,1,-0.925134192,0.711328462,0.780788675,0.995638103
0.152522441,-0.380591447,0.774446892,0.220539588,0.852834959,1,-0.919786858,0.725027706,0.801615021,0.995638103
0.152522441,-0.380591447,0.734961078,-0.331214895,0.853813247,1,-0.925134192,0.731878974,0.79814356,0.995638103
-0.127162092,-0.380591447,0.692812802,-0.33771536,0.855365819,1,-0.925134192,0.738731391,0.777318981,0.995638103
-0.127162092,-0.583071499,-0.750557187,-0.330248055,0.709875657,1,-0.97860962,0.752440116,0.780788675,0.995638103
-0.127162092,-0.578910523,-0.736346162,-0.339175627,0.858392576,1,-0.919786858,0.755868096,0.791200536,0.995638103
-0.127162092,-0.578910523,-0.736346162,-0.328588845,0.859638784,1,-0.925134192,0.755868096,0.805087694,0.995638103
-0.406852055,-0.376358077,-0.722289676,-0.334020274,0.858929172,1,-0.97860962,0.766153533,0.787729932,0.995638103
-0.406852055,-0.578910523,-0.722289676,-0.334810997,0.855102004,1,-0.919786858,0.773011388,0.7946723,0.995638103
-0.406852055,-0.578910523,-0.722289676,-0.327169466,0.846300245,1,-0.973262286,0.797025711,0.801615021,0.992570091
-0.406852055,-0.781390576,-0.722289676,-0.331998334,0.841082469,1,-0.919786858,0.77987129,0.818978841,0.992570091
0.161056857,-0.578910523,-0.736346162,0.226917901,0.701136926,1,-0.919786858,0.78673234,0.822452119,0.989502489
0.161056857,-0.578910523,-0.736346162,-0.333995729,0.833779271,1,-0.919786858,0.77987129,0.825926559,0.989502489
-0.127162092,-0.578910523,-0.764924015,-0.333129191,0.827381,1,-0.919786858,0.803888856,0.832874631,0.986435839
-0.406852055,-0.578910523,-0.694635306,-0.334915887,0.820288639,1,-0.925134192,0.78673234,0.83635003,0.986435839
-0.406852055,-0.578910523,-0.779447912,-0.328027287,0.817132062,1,-0.925134192,0.790162915,0.843299869,0.986435839
-0.406852055,-0.578910523,-0.808972022,-0.331411773,0.823043635,1,-0.925134192,0.810754098,0.83635003,0.983370006
-0.127162092,-0.578910523,-0.854468279,-0.32461946,0.821229053,1,-0.983957998,0.800457184,0.846776126,0.980304514
-0.406852055,-0.578910523,-0.854468279,-0.323759862,0.815065395,1,-0.925134192,0.797025711,0.83635003,0.977240043
-0.406852055,-0.578910523,-0.854468279,-0.322216668,0.656890022,1,-0.925134192,0.810754098,0.83635003,0.974176524
-0.406852055,-0.578910523,-0.885621007,-0.335466434,0.805866963,1,-0.930481526,0.824487125,0.846776126,0.974176524
-0.406852055,-0.583071499,-0.885621007,0.223616227,0.783669448,1,-0.93582886,0.814186668,0.839824824,0.971113278
-0.406852055,-0.578910523,-0.885621007,-0.328793407,0.762946865,1,-0.925134192,0.821053656,0.832874631,0.971113278
-0.695035668,-0.380591447,-0.885621007,-0.315649392,0.752091358,1,-0.925134192,0.845095924,0.822452119,0.968051053
-0.695035668,-0.380591447,-0.901447875,-0.329312183,0.745963691,1,-0.919786858,0.83135586,0.822452119,0.968051053
-0.127162092,-0.380591447,-0.885621007,-0.319646648,0.737471845,1,-0.930481526,0.845095924,0.808559862,0.968051053
-0.695035668,-0.380591447,-0.901447875,-0.322695529,0.57395639,1,-0.93582886,0.841660708,0.818978841,0.964989441
-0.695035668,-0.380591447,-0.901447875,-0.325734891,0.730611753,1,-0.93582886,0.838225742,0.808559862,0.964989441
-0.415345706,-0.380591447,-0.901447875,-0.323254162,0.726295787,1,-0.930481526,0.841660708,0.832874631,0.964989441
-0.415345706,-0.380591447,-0.901447875,-0.031166561,0.717267729,1,-0.941177238,0.841660708,0.815505814,0.961928373
-0.415345706,-0.380591447,-0.901447875,-0.317290996,0.710220483,1,-0.93582886,0.83135586,0.839824824,0.961928373
-0.703493984,-0.380591447,-0.901447875,-0.325510887,0.696181081,1,-0.93582886,0.827921742,0.815505814,0.961928373
-0.703493984,-0.182402384,-0.901447875,0.228015783,0.683718812,1,-0.93582886,0.824487125,0.815505814,0.958868326
-0.703493984,-0.182402384,-0.917443509,-0.321426978,0.494007643,1,-0.93582886,0.83135586,0.83635003,0.958868326
-0.703493984,-0.182402384,-0.917443509,-0.330723016,0.66593957,1,-0.994652666,0.817620437,0.812032233,0.958868326
-0.42380945,-0.182402384,-0.933609242,-0.328916764,0.648401851,1,-0.93582886,0.821053656,0.808559862,0.958868326
-0.711922393,0.218282171,-0.917443509,-0.327437456,0.634701602,1,-0.941177238,0.807321726,0.805087694,0.958868326
-0.42380945,0.015729725,-0.917443509,-0.323130461,0.62553465,1,-0.930481526,0.821053656,0.815505814,0.958868326
-0.711922393,0.015729725,-0.933609242,-0.322811373,0.612266291,1,-0.941177238,0.810754098,0.801615021,0.958868326
-0.711922393,0.015729725,-0.933609242,-0.320071486,0.595529933,1,-0.941177238,0.814186668,0.7946723,0.958868326
-1,0.015729725,-0.933609242,-0.319665745,0.382546092,1,-0.941177238,0.827921742,0.801615021,0.958868326
-0.720361195,0.213764755,0.743791521,-0.324258967,0.572536652,1,-0.989305332,0.817620437,0.805087694,0.958868326
-0.432283588,0.015729725,0.793873097,0.247613179,0.545485692,1,-0.930481526,0.821053656,0.801615021,0.961928373
-0.720361195,0.213764755,0.819325226,-0.333341553,0.525485196,1,-0.925134192,0.821053656,0.7946723,0.961928373
-0.720361195,0.213764755,0.829754721,-0.329455726,0.512361839,1,-0.93582886,0.824487125,0.7946723,0.961928373
-0.720361195,-0.1911221,0.903042429,-0.325546386,0.349376653,1,-0.941177238,0.814186668,0.763442171,0.964989441
-0.720361195,0.011284702,0.943031432,-0.316314521,0.506515543,1,-0.930481526,0.810754098,0.777318981,0.964989441
-0.720361195,0.213764755,0.96711975,-0.318258123,0.506654623,1,-0.946524572,0.800457184,0.759973082,0.964989441
-0.440741391,0.20922655,0.953476909,0.346772483,0.503211032,1,-0.93582886,0.803888856,0.773849538,0.964989441
-0.440741391,0.20922655,0.872246347,-0.327447263,0.500397642,1,-0.989305332,0.814186668,0.746102279,0.968051053
-0.728783662,0.20922655,0.829754721,0.578335736,0.49986986,1,-0.93582886,0.807321726,0.753037478,0.968051053
-0.440741391,0.20922655,0.813015766,0.181339748,0.512010533,1,-0.989305332,0.78673234,0.742635512,0.968051053
-0.728783662,0.407072835,0.776617751,0.102849457,0.49784106,1,-0.930481526,0.790162915,0.60765342,0.968051053
-0.440741391,0.20922655,0.737170967,0.183634266,0.511648411,1,-0.97860962,0.783301216,0.339048682,0.968051053
-0.440741391,0.20922655,-0.779447912,0.202184821,0.509167393,1,-0.930481526,0.773011388,0.174653869,0.971113278
-0.440741391,0.407072835,-0.823974802,-0.039614815,0.522645818,1,-0.983957998,0.773011388,-0.002666464,0.971113278
-0.440741391,0.407072835,-0.839139787,-0.245108938,0.544374854,1,-0.930481526,0.783301216,-0.145298153,0.974176524
-0.16118047,0.407072835,-0.854468279,-0.244152879,0.559052605,1,-0.925134192,0.766153533,-0.26375712,0.974176524
-0.440741391,0.407072835,-0.854468279,0.389070181,0.532710987,1,-0.925134192,0.752440116,-0.348146881,0.974176524
-0.440741391,0.407072835,-0.869961581,-0.327145552,0.574714899,1,-0.919786858,0.749012386,-0.462618839,0.974176524
0.126897138,0.604823276,-0.854468279,-0.318961791,0.586723414,1,-0.919786858,0.749012386,-0.523081928,0.977240043
0.126897138,0.604823276,-0.854468279,-0.269737413,0.601640175,0.98,-0.973262286,0.745585354,-0.623639569,0.977240043
0.126897138,0.604823276,-0.854468279,-0.336787574,0.61849489,0.98,-0.91443848,0.738731391,-0.687187183,0.977240043
0.126897138,0.402416473,-0.839139787,-0.332450471,0.63415362,1,-0.91443848,0.670259174,-0.743954928,0.980304514
0.126897138,0.604823276,-0.823974802,-0.329130674,0.6577642,1,-0.919786858,0.383961332,-0.797304266,0.980304514
0.41501008,0.402416473,-0.854468279,-0.33559587,0.512648378,0.98,-0.903743812,0.173979381,-0.847250242,0.980304514
0.41501008,0.402416473,-0.808972022,-0.330702829,0.681228966,0.98,-0.903743812,0.032375996,-0.870535405,0.983370006
0.41501008,0.402416473,-0.808972022,-0.336712906,0.70979146,0.98,-0.8930481,-0.115413219,-0.923703871,0.986435839
0.41501008,0.402416473,-0.794130154,0.182634451,0.723313857,0.98,-0.8930481,-0.239249176,-0.933664433,0.986435839
0.41501008,0.402416473,-0.779447912,-0.330005699,0.736690059,0.98,-0.909091146,-0.342693134,-0.963530169,0.986435839
0.703158358,0.402416473,-0.764924015,-0.338350553,0.746178998,0.98,-0.925134192,-0.439207278,-0.970163745,0.986435839
0.703158358,0.402416473,-0.750557187,-0.334611424,0.755621109,0.98,-0.91443848,-0.522210558,-0.790639694,0.986435839
0.703158358,0.204666032,-0.750557187,-0.329719989,0.772904256,0.98,-0.967914952,-0.598410875,-0.492862373,0.986435839
0.703158358,0.402416473,-0.722289676,-0.337204326,0.635274987,0.98,-0.909091146,-0.664545725,-0.240094638,0.986435839
0.703158358,0.204666032,-0.722289676,-0.132090711,0.797241175,0.98,-0.909091146,-0.723966187,-0.077443973,0.986435839
0.703158358,0.204666032,-0.722289676,-0.334341713,0.8109695,0.98,-0.962567618,-0.776704049,0.089303013,0.986435839
0.703158358,0.204666032,-0.722289676,-0.32971735,0.824321062,0.98,-0.909091146,-0.822788006,0.232798009,0.986435839
0.423597437,0.204666032,-0.722289676,-0.335556815,0.832922672,0.98,-0.919786858,-0.842520623,0.332184509,0.989502489
0.423597437,0.204666032,-0.681034928,0.161824475,0.837789584,0.98,-0.925134192,-0.898372231,0.421503439,0.989502489
0.423597437,0.006819748,-0.736346162,-0.33059748,0.832224302,0.98,-0.91443848,-0.918064227,0.521364572,0.989502489
0.711781051,0.006819748,-0.541033406,-0.337171924,0.645300669,0.98,-0.91443848,-0.937745544,0.573115487,0.992570091
0.711781051,0.20922655,-0.694635306,-0.332734404,0.820760617,0.98,-0.967914952,-0.970524284,0.604198162,0.992570091
0.711781051,0.006819748,-0.694635306,-0.330196728,0.821197335,1,-0.925134192,-0.858956402,0.645679321,0.992570091
0.711781051,0.006819748,-0.736346162,-0.333682663,0.838003356,1,-0.925134192,-0.545418611,0.666435953,0.992570091
0.711781051,-0.1911221,-0.722289676,-0.327373111,0.851518325,1,-0.919786858,-0.27932566,0.680279799,0.992570091
0.432161247,-0.1911221,-0.708386474,-0.336467053,0.861845536,1,-0.919786858,-0.078519296,0.704517484,0.992570091
0.432161247,0.011284702,-0.708386474,-0.332979626,0.869409185,1,-0.973262286,0.042473284,0.704517484,0.992570091
0.432161247,-0.1911221,-0.667584103,-0.328499725,0.875973052,1,-0.91443848,0.187492215,0.714909657,0.992570091
0.432161247,-0.38915713,-0.694635306,-0.336640589,0.697491494,1,-0.91443848,0.319491444,0.742635512,0.992570091
0.152522441,-0.38915713,-0.667584103,0.223910081,0.872250676,1,-0.91443848,0.397547997,0.728770212,0.992570091
0.152522441,-0.38915713,-0.779447912,-0.336497791,0.87302326,1,-0.91443848,0.509813262,0.735702079,0.992570091
0.152522441,-0.38915713,-0.779447912,-0.337202032,0.869622819,1,-0.919786858,0.560948467,0.746102279,0.995638103
-0.127162092,-0.384882437,-0.808972022,-0.337312256,0.862579368,1,-0.95721924,0.61215039,0.759973082,0.995638103
-0.127162092,-0.587289239,-0.794130154,-0.335108063,0.857271782,1,-0.91443848,0.646321501,0.773849538,0.995638103
-0.127162092,-0.384882437,-0.885621007,-0.336748118,0.686812946,1,-0.930481526,0.659998489,0.763442171,0.995638103
-0.127162092,-0.384882437,-0.869961581,-0.33166078,0.849655997,1,-0.919786858,0.677100961,0.770379541,0.995638103
-0.406852055,-0.384882437,-0.839139787,-0.337953529,0.845146736,1,-0.930481526,0.690788528,0.770379541,0.995638103
-0.406852055,-0.384882437,-0.823974802,-0.334292967,0.843638383,1,-0.967914952,0.711328462,0.791200536,0.995638103
-0.406852055,-0.583071499,-0.823974802,-0.341730967,0.844548785,1,-0.925134192,0.711328462,0.773849538,0.995638103
0.161056857,-0.583071499,-0.628116664,0.221880399,0.843557674,1,-0.919786858,0.738731391,0.801615021,0.995638103
-0.406852055,-0.583071499,0.514592459,-0.338722401,0.845455563,1,-0.919786858,0.728452991,0.780788675,0.995638103
-0.118633106,-0.583071499,0.535606115,-0.338211769,0.840720478,1,-0.919786858,0.735305208,0.787729932,0.995638103
-0.406852055,-0.583071499,0.525948835,-0.336936451,0.837970804,1,-0.919786858,0.762724205,0.791200536,0.995638103
-0.406852055,-0.583071499,0.611664553,-0.332964429,0.829242658,1,-0.919786858,0.752440116,0.7946723,0.995638103
-0.406852055,-0.583071499,0.695033603,-0.330810931,0.691649986,1,-0.919786858,0.755868096,0.801615021,0.995638103
-0.406852055,-0.583071499,0.726108642,-0.338561137,0.820270128,1,-0.919786858,0.766153533,0.7946723,0.995638103
-0.406852055,-0.781390576,0.703918313,-0.330710858,0.812493281,1,-0.925134192,0.797025711,0.79814356,0.995638103
-0.406852055,-0.583071499,0.652985848,-0.331854733,0.686925098,1,-0.97860962,0.776441614,0.808559862,0.995638103
0.161056857,-0.781390576,0.569641218,-0.331440562,0.811150362,1,-0.925134192,0.773011388,0.818978841,0.995638103
-0.406852055,-0.781390576,0.52213464,0.228652926,0.813380262,1,-0.97860962,0.803888856,0.825926559,0.992570091
-0.406852055,-0.583071499,0.518349023,-0.333278871,0.816968954,1,-0.925134192,0.77987129,0.829400494,0.992570091
-0.127162092,-0.578910523,0.480434474,-0.328171748,0.822421475,1,-0.925134192,0.77987129,0.83635003,0.992570091
-0.406852055,-0.781390576,-0.823974802,-0.332466528,0.825290335,1,-0.925134192,0.783301216,0.857204948,0.989502489
-0.406852055,-0.583071499,-0.869961581,-0.317819464,0.675211393,1,-0.925134192,0.78673234,0.83635003,0.989502489
-0.406852055,-0.583071499,-0.869961581,-0.312346456,0.820721594,1,-0.930481526,0.814186668,0.839824824,0.986435839
-0.406852055,-0.583071499,-0.854468279,-0.320016087,0.819786247,1,-0.930481526,0.793593739,0.843299869,0.986435839
-0.695035668,-0.583071499,-0.854468279,-0.311983956,0.808720485,1,-0.930481526,0.797025711,0.843299869,0.983370006
-0.695035668,-0.583071499,-0.854468279,-0.315668489,0.796275513,1,-0.93582886,0.821053656,0.850251879,0.980304514
-0.695035668,-0.583071499,-0.854468279,-0.316291066,0.78149822,1,-0.930481526,0.817620437,0.839824824,0.977240043
-0.695035668,-0.583071499,-0.854468279,0.236903212,0.763198398,1,-0.925134192,0.810754098,0.843299869,0.977240043
-0.695035668,-0.583071499,-0.869961581,-0.327354129,0.611503022,1,-0.97860962,0.824487125,0.846776126,0.974176524
-0.415345706,-0.583071499,-0.869961581,-0.327874969,0.745837385,1,-0.925134192,0.848532337,0.846776126,0.971113278
-0.415345706,-0.583071499,-0.869961581,-0.327034525,0.740052202,1,-0.983957998,0.834790177,0.850251879,0.971113278
-0.703493984,-0.583071499,-0.869961581,-0.319112044,0.734232677,1,-0.930481526,0.834790177,0.839824824,0.968051053
-0.703493984,-0.384882437,-0.869961581,-0.319614934,0.730422701,1,-0.930481526,0.848532337,0.843299869,0.968051053
-0.703493984,-0.182402384,-0.869961581,-0.319250197,0.728125812,1,-0.930481526,0.841660708,0.822452119,0.968051053
-0.703493984,-0.384882437,-0.885621007,-0.3243119,0.712851414,1,-0.93582886,0.834790177,0.832874631,0.964989441
-0.703493984,-0.182402384,-0.869961581,-0.313373226,0.700020691,1,-0.983957998,0.838225742,0.839824824,0.964989441
-0.711922393,-0.384882437,-0.869961581,-0.325805487,0.486966736,1,-0.930481526,0.855404315,0.815505814,0.961928373
-0.711922393,-0.182402384,-0.885621007,0.243514933,0.679334177,1,-0.930481526,0.851968251,0.822452119,0.961928373
-0.711922393,-0.384882437,-0.885621007,-0.328485961,0.66170476,1,-0.989305332,0.821053656,0.812032233,0.961928373
-0.711922393,-0.384882437,-0.901447875,-0.324987466,0.642536658,1,-0.930481526,0.845095924,0.812032233,0.961928373
-0.711922393,-0.186750327,-0.885621007,-0.319233566,0.620339138,1,-0.930481526,0.834790177,0.805087694,0.961928373
-1,-0.186750327,-0.901447875,-0.314798224,0.593380714,1,-0.930481526,0.817620437,0.805087694,0.961928373
-1,-0.186750327,-0.901447875,-0.312809489,0.397123106,1,-0.93582886,0.824487125,0.801615021,0.961928373
-0.720361195,-0.186750327,-0.901447875,-0.320700486,0.564678261,1,-0.989305332,0.827921742,0.818978841,0.961928373
-0.720361195,-0.186750327,-0.901447875,-0.324604034,0.368007665,1,-0.93582886,0.824487125,0.7946723,0.958868326
-0.720361195,0.011284702,-0.917443509,-0.322447955,0.548063986,1,-0.919786858,0.827921742,0.787729932,0.958868326
-0.720361195,0.011284702,-0.736346162,-0.316731044,0.543871268,1,-0.983957998,0.834790177,0.780788675,0.958868326
-0.720361195,0.011284702,0.796014985,-0.328683068,0.535872106,1,-0.925134192,0.827921742,0.773849538,0.958868326
-0.720361195,0.011284702,0.84007037,0.232631658,0.530576179,1,-0.93582886,0.827921742,0.777318981,0.961928373
-0.440741391,0.011284702,0.866314923,-0.330797053,0.521830811,1,-0.983957998,0.83135586,0.773849538,0.961928373
-0.440741391,0.20922655,0.897377621,-0.317736193,0.512288845,1,-0.930481526,0.810754098,0.759973082,0.961928373
-0.440741391,0.011284702,0.944785527,-0.317834087,0.502673684,1,-0.941177238,0.810754098,0.784259581,0.961928373
-0.440741391,0.20922655,0.92699977,-0.326379661,0.492757202,1,-0.93582886,0.814186668,0.763442171,0.964989441
-0.440741391,0.20922655,0.944785527,0.055698806,0.491117466,0.98,-0.994652666,0.797025711,0.766910755,0.964989441
-0.440741391,0.407072835,0.910515995,-0.318257033,0.490561597,0.98,-0.941177238,0.790162915,0.763442171,0.964989441
-0.440741391,0.407072835,0.89357277,0.602397149,0.453528812,0.98,-0.93582886,0.800457184,0.739168644,0.968051053
